doc_id,sentence
17,"for the effectual and thorough completion of the general design, we thus see the necessity for a repulsion of limited capacity -–a separate something which, on withdrawal of the diffusive volition, shall at the same time allow the approach, and forbid the junction, of the atoms; suffering them infinitely to approximate, while denying them positive contact; in a word, having the power -–up to a certain epoch -–of preventing their coalition, but no ability to interfere with their coalescence in any respect or degree, the repulsion, already considered as so peculiarly limited in other regards, must be understood, let me repeat, as having power to prevent absolute coalition, only up to a certain epoch, unless we are to conceive that the appetite for unity among the atoms is doomed to be satisfied never; -–unless we are to conceive that what had a beginning is to have no end -–a conception which cannot really be entertained, however much we may talk or dream of entertaining it -- we are forced to conclude that the repulsive influence imagined, will, finally -–under pressure of the uni-tendency collectively applied, but, never and in no degree until, on fulfilment of the divine purposes, such collective application shall be naturally made -–yield to a force which, at that ultimate epoch, shall be the superior force precisely to the extent required, and thus permit the universal subsidence into the inevitable, because original and therefore normal, one, -–the conditions here to be reconciled are difficult indeed, -–we cannot even comprehend the possibility of their conciliation; -–nevertheless, the apparent impossibility is brilliantly suggestive,"
17,"that the repulsive something actually exists, we see, man neither employs, nor knows, a force sufficient to bring two atoms into contact, this is but the well-established proposition of the impenetrability of matter, all experiment proves -–all philosophy admits it, the design of the repulsion -–the necessity for its existence -–i have endeavored to show; but from all attempt at investigating its nature have religiously abstained; this on account of an intuitive conviction that the principle at issue is strictly spiritual -–lies in a recess impervious to our present understanding -- lies involved in a consideration of what now -–in our human state -–is not to be considered -–in a consideration of spirit in itself, i feel, in a word, that here the god has interposed, and here only, because here and here only the knot demanded the interposition of the god,"
17,"in fact, while the tendency of the diffused atoms to return into unity, will be recognized, at once, as the principle of the newtonian gravity, what i have spoken of as a repulsive influence prescribing limits to the immediate satisfaction of the tendency, will be understood as that which we have been in the practice of designating now as heat, now as magnetism, now as electricity; displaying our ignorance of its awful character in the vacillation of the phraseology with which we endeavor to circumscribe it,"
17,"calling it, merely for the moment, electricity, we know that all experimental analysis of electricity has given, as an ultimate result, the principle, or seeming principle, heterogeneity, only where things differ is electricity apparent; and it is presumable that they never differ where it is not developed at least, if not apparent, now, this result is in the fullest keeping with that which i have reached unempirically, the design of the repulsive influence i have maintained to be that of preventing immediate unity among the diffused atoms; and these atoms are represented as different each from each, difference is their character -–their essentiality -–just as no-difference was the essentiality of their course, when we say, then, that an attempt to bring any two of these atoms together would induce an effort, on the part of the repulsive influence, to prevent the contact we may as well use the strictly convertible sentence that an attempt to bring together any two differences will result in a development of electricity, all existing bodies, of course, are composed of these atoms in proximate contact, and are therefore to be considered as mere assemblages of more or fewer differences; and the resistance made by the repulsive spirit, on bringing together any two such assemblages, would be in the ratio of the two sums of the differences in each, -–an expression which, when reduced, is equivalent to this, -–the amount of electricity developed on the approximation of two bodies, is proportional to the difference between the respective sums of the atoms of which the bodies are composed, that no two bodies are absolutely alike, is a simple corollary from all that has been here said, electricity, therefore, existing always, is developed whenever any bodies, but manifested only when bodies of appreciable difference, are brought into approximation,"
17,"to electricity -–so, for the present, continuing to call it -–we may not be wrong in referring the various physical appearances of light, heat and magnetism; but far less shall we be liable to err in attributing to this strictly spiritual principle the more important phaenomena of vitality, consciousness and thought, on this topic, however, i need pause here merely to suggest that these phaenomena, whether observed generally or in detail, seem to proceed at least in the ratio of the heterogeneous,"
17,"discarding now the two equivocal terms, gravitation and electricity, let us adopt the more definite expressions, attraction and repulsion, the former is the body; the latter the soul, the one is the material; the other the spiritual, principle of the universe, no other principles exist, all phaenomena are referable to one, or to the other, or to both combined, so rigorously is this the case -–so thoroughly demonstrable is it that attraction and repulsion are the sole properties through which we perceive the universe -–in other words, by which matter is manifested to mind -–that, for all merely argumentative purposes, we are fully justified in assuming that matter exists only as attraction and repulsion -–that attraction and repulsion are matter, -–there being no conceivable case in which we may not employ the term matter and the terms attraction and repulsion, taken together, as equivalent, and therefore convertible, expressions in logic,"
17,"i said, just now, that what i have described as the tendency of the diffused atoms to return into their original unity, would be understood as the principle of the newtonian law of gravity, and, in fact, there can be but little difficulty in such an understanding, if we look at the newtonian gravity in a merely general view, as a force impelling matter to seek matter; that is to say, when we pay no attention to the known modus operandi of the newtonian force, the general coincidence satisfies us; but, upon looking closely, we see, in detail, much that appears in coincident, and much in regard to which no coincidence, at least, is established, for example; the newtonian gravity, when we think of it in certain moods, does not seem to be a tendency to oneness at all, but rather a tendency of all bodies in all directions -–a phrase apparently expressive of a tendency to diffusion, here, then, is an in coincidence, again; when we reflect on the mathematical la0 governing the newtonian tendency, we see clearly that no coincidence has been made good, in respect of the modus operandi, at least, between gravitation as known to exist and that seemingly simple and direct tendency which i have assumed,"
17,"in fact, i have attained a point at which it will be advisable to strengthen my position by reversing my processes, so far, we have gone on a priori, from an abstract consideration of simplicity, as that quality most likely to have characterized the original action of god, let us now see whether the established facts of the newtonian gravitation may not afford us, a posteriori, some legitimate inductions,"
17,"what does the newtonian law declare? -–that all bodies attract each other with forces proportional to their quantities of matter and inversely proportional to the squares of their distances, purposely, i have here given, in the first place, the vulgar version of the law; and i confess that in this, as in most other vulgar versions of great truths, we find little of a suggestive character, let us now adopt a more philosophical phraseology, -–every atom, of every body, attracts every other atom, both of its own and of every other body, with a force which varies inversely as the squares of the distances between the attracting and attracted atom, -–here, indeed, a flood of suggestion bursts upon the mind,"
17,"but let us see distinctly what it was that newton proved -- according to the grossly irrational definitions of proof prescribed by the metaphysical schools, he was forced to content himself with showing how thoroughly the motions of an imaginary universe, composed of attracting and attracted atoms obedient to the law he announced, coincide with those of the actually existing universe so far as it comes under our observation, this was the amount of his demonstration -–that is to say, this was the amount of it, according to the conventional cant of the philosophies, his successes added proof multiplied by proof -–such proof as a sound intellect admits -–but the demonstration of the law itself, persist the metaphysicians, had not been strengthened in any degree, ocular, physical proof, however, of attraction, here upon earth, in accordance with the newtonian theory, was, at length, much to the satisfaction of some intellectual grovellers, afforded, this proof arose collaterally and incidentally as nearly all important truths have arisen out of an attempt to ascertain the mean density of the earth, in the famous maskelyne, cavendish and bailly experiments for this purpose, the attraction of the mass of a mountain was seen, felt, measured, and found to be mathematically consistent with the immortal theory of the british astronomer,"
17,"but in spite of this confirmation of that which needed none -–in spite of the so-called corroboration of the theory by the so-called ocular and physical proof -–in spite of the character of this corroboration -–the ideas which even really philosophical men cannot help imbibing of gravity -–and, especially, the ideas of it which ordinary men get and contentedly maintain, are seen to have been derived, for the most part, from a consideration of the principle as they find it developed -–merely in the planet upon which they stand,"
17,"now, to what does so partial a consideration tend -–to what species of error does it give rise? on the earth we see and feel, only that gravity impels all bodies towards the centre of the earth, no man in the common walks of life could be made to see or feel anything else -–could be made to perceive that anything, anywhere, has a perpetual, gravitating tendency in any other direction than to the centre of the earth; yet with an exception hereafter to be specified it is a fact that every earthly thing not to speak now of every heavenly thing has a tendency not only to the earth's centre but in every conceivable direction besides,"
17,"now, although the philosophic cannot be said to err with the vulgar in this matter, they nevertheless permit themselves to be influenced, without knowing it, by the sentiment of the vulgar idea, although the pagan fables are not believed, says bryant, in his very erudite mythology, yet we forget ourselves continually and make inferences from them as from existing realities, i mean to assert that the merely sensitive perception of gravity as we experience it on earth, beguiles mankind into the fancy of concentralization or especiality respecting it -–has been continually biasing towards this fancy even the mightiest intellects -–perpetually, although imperceptibly, leading them away from the real characteristics of the principle; thus preventing them, up to this date, from ever getting a glimpse of that vital truth which lies in a diametrically opposite direction -–behind the principle's essential characteristics -–those, not of concentralization or especiality -–but of universality and diffusion, this vital truth is unity as the source of the phaenomenon,"
17,"let me now repeat the definition of gravity, -–every atom, of every body, attracts every other atom, both of its own and of every other body, with a force which varies inversely as the squares of the distances of the attracting and attracted atom,"
17,"here let the reader pause with me, for a moment, in contemplation of the miraculous -–of the ineffable -–of the altogether unimaginable complexity of relation involved in the fact that each atom attracts every other atom -–involved merely in this fact of the attraction, without reference to the law or mode in which the attraction is manifested -–involved merely in the fact that each atom attracts every other atom at all, in a wilderness of atoms so numerous that those which go to the composition of a cannon-ball, exceed, probably, in mere point of number, all the stars which go to the constitution of the universe,"
17,"had we discovered, simply, that each atom tended to some one favorite point -–to some especially attractive atom -–we should still have fallan upon a discovery which, in itself, would have sufficed to overwhelm the mind, -–but what is it that we are actually called upon to comprehend? that each atom attracts -–sympathizes with the most delicate movements of every other atom, and with each and with all at the same time, and forever, and according to a determinate law of which the complexity, even considered by itself solely, is utterly beyond the grasp of the imagination of man, if i propose to ascertain the influence of one mote in a sunbeam upon its neighboring mote, i cannot accomplish my purpose without first counting and weighing all the atoms in the universe and defining the precise positions of all at one particular moment, if i venture to displace, by even the billionth part of an inch, the microscopical speck of dust which lies now upon the point of my finger, what is the character of that act upon which i have adventured? i have done a deed which shakes the moon in her path, which causes the sun to be no longer the sun, and which alters forever the destiny of the multitudinous myriads of stars that roll and glow in the majestic presence of their creator,"
17,"these ideas -–conceptions such as these -–unthought-like thoughts -- soul-reveries rather than conclusions or even considerations of the intellect, -–ideas, i repeat, such as these, are such as we can alone hope profitably to entertain in any effort at grasping the great principle, attraction,"
17,"but now, -–with such ideas -–with such a vision of the marvellous complexity of attraction fairly in his mind -–let any person competent of thought on such topics as these, set himself to the task of imagining a principle for the phaenomena observed -–a condition from which they sprang,"
17,"does not so evident a brotherhood among the atoms point to a common parentage? does not a sympathy so omniprevalent, so ineradicable, and so thoroughly irrespective, suggest a common paternity as its source? does not one extreme impel the reason to the other? does not the infinitude of division refer to the utterness of individuality? does not the entireness of the complex hint at the perfection of the simple? it is not that the atoms, as we see them, are divided or that they are complex in their relations -–but that they are inconceivably divided and unutterably complex, -–it is the extremeness of the conditions to which i now allude, rather than to the conditions themselves, in a word, not because the atoms were, at some remote epoch of time, even more than together -–is it not because originally, and therefore normally, they were one -–that now, in all circumstances -–at all points -–in all directions -–by all modes of approach -–in all relations and through all conditions -–they struggle back to this absolutely, this irrelatively, this unconditionally one?"
17,"some person may here demand, -–why -–since it is to the one that the atoms struggle back -–do we not find and define attraction 'a merely general tendency to a centre?' -–why, in especial, do not your atoms -–the atoms which you describe as having been irradiated from a centre -–proceed at once, rectilinearly, back to the central point of their origin?"
17,"i reply that they do; as will be distinctly shown; but that the cause of their so doing is quite irrespective of the centre as such, they all tend rectilinearly towards a centre, because of the sphereicity with which they have been irradiated into space, each atom, forming one of a generally uniform globe of atoms, finds more atoms in the direction of the centre, of course, than in any other, and in that direction, therefore, is impelled -–but is not thus impelled because the centre is the point of its origin, it is not to any point that the atoms are allied, it is not any locality, either in the concrete or in the abstract, to which i suppose them bound, nothing like location was conceived as their origin, their source lies in the principle, unity, this is their lost parent, this they seek always -–immediately -–in all directions -–wherever it is even partially to be found; thus appeasing, in some measure, the ineradicable tendency, while on the way to its absolute satisfaction in the end, it follows from all this, that any principle which shall be adequate to account for the la0 or modus operandi, of the attractive force in general, will account for this law in particular, -- that is to say, any principle which will show why the atoms should tend to their general centre of irradiation with forces inversely proportional to the squares of the distances, will be admitted as satisfactorily accounting, at the same time, for the tendency, according to the same law, of these atoms each to each, -–for the tendency to the centre is merely the tendency each to each, and not any tendency to a centre as such, -–thus it will be seen, also, that the establishment of my propositions would involve no necessity of modification in the terms of the newtonian definition of gravity, which declares that each atom attracts each other atom and so forth, and declares this merely; but always under the supposition that what i propose be, in the end, admitted it seems clear that some error might occasionally be avoided, in the future processes of science, were a more ample phraseology adopted, -–for instance, -- each atom tends to every other atom &c, with a force &c,, the general result being a tendency of all, with a similar force, to a general centre,"
17,"the reversal of our processes has thus brought us to an identical result; but, while in the one process intuition was the starting-point, in the other it was the goal, in commencing the former journey i could only say that, with an irresistable intuition, i felt simplicity to have been the characteristic of the original action of god, -–in ending the latter i can only declare that, with an irresistible intuition, i perceive unity to have been the source of the observed phaenomena of the newtonian gra"
18,"'twas noontide of summer,"
18,and mid-time of night;
18,"and stars, in their orbits,"
18,"shone pale, thro' the light"
18,"of the brighter, cold moon,"
18,"'mid planets her slaves,"
18,"herself in the heavens,"
18,"her beam on the waves,"
18,i gazed awhile
18,on her cold smile;
18,too cold- too cold for me-
18,"there pass'd, as a shroud,"
18,"a fleecy cloud,"
18,"and i turned away to thee,"
18,"proud evening star,"
18,"in thy glory afar,"
18,and dearer thy beam shall be;
18,for joy to my heart
18,is the proud part
18,"thou bearest in heaven at night,"
18,and more i admire
18,"thy distant fire,"
18,"than that colder, lowly light,"
19,dim vales- and shadowy floods-
19,"and cloudy-looking woods,"
19,whose forms we can't discover
19,for the tears that drip all over!
19,huge moons there wax and wane-
19,again- again- again-
19,every moment of the night-
19,forever changing places-
19,and they put out the star-light
19,"with the breath from their pale faces,"
19,"about twelve by the moon-dial,"
19,one more filmy than the rest
19,"a kind which, upon trial,"
19,they have found to be the best
19,"comes down- still down- and down,"
19,with its centre on the crown
19,"of a mountain's eminence,"
19,while its wide circumference
19,in easy drapery falls
19,"over hamlets, over halls,"
19,wherever they may be-
19,o'er the strange woods- o'er the sea-
19,over spirits on the wing-
19,over every drowsy thing-
19,and buries them up quite
19,in a labyrinth of light-
19,"and then, how deep!- o, deep!"
19,"is the passion of their sleep,"
19,"in the morning they arise,"
19,and their moony covering
19,"is soaring in the skies,"
19,"with the tempests as they toss,"
19,like- almost anything-
19,"or a yellow albatross,"
19,they use that moon no more
19,for the same end as before-
19,"videlicet, a tent-"
19,"which i think extravagant,"
19,"its atomies, however,"
19,"into a shower dissever,"
19,of which those butterflies
19,"of earth, who seek the skies,"
19,"and so come down again,"
19,never-contented things!
19,have brought a specimen
19,"upon their quivering wings,"
20,thank heaven! the crisis-
20,"the danger is past,"
20,and the lingering illness
20,is over at last-
20,and the fever called living
20,"is conquered at last,"
20,"sadly, i know"
20,"i am shorn of my strength,"
20,and no muscle i move
20,as i lie at full length-
20,but no matter!-i feel
20,"i am better at length,"
20,"and i rest so composedly,"
20,"now, in my bed"
20,that any beholder
20,might fancy me dead-
20,"might start at beholding me,"
20,"thinking me dead,"
20,"the moaning and groaning,"
20,"the sighing and sobbing,"
20,"are quieted now,"
20,with that horrible throbbing
20,"at heart,- ah, that horrible,"
20,horrible throbbing!
20,the sickness- the nausea-
20,the pitiless pain-
20,"have ceased, with the fever"
20,that maddened my brain-
20,with the fever called living
20,"that burned in my brain,"
20,and oh! of all tortures
20,that torture the worst
20,has abated- the terrible
20,torture of thirst
20,for the naphthaline river
20,"of passion accurst,-"
20,i have drunk of a water
20,"that quenches all thirst,-"
20,"of a water that flows,"
20,"with a lullaby sound,"
20,from a spring but a very few
20,feet under ground-
20,from a cavern not very far
20,"down under ground,"
20,and ah! let it never
20,be foolishly said
20,that my room it is gloomy
20,and narrow my bed;
20,for man never slept
20,in a different bed-
20,"and, to sleep, you must slumber"
20,"in just such a bed,"
20,my tantalized spirit
20,"here blandly reposes,"
20,"forgetting, or never"
20,regretting its roses-
20,its old agitations
20,"of myrtles and roses,"
20,"for now, while so quietly"
20,"lying, it fancies"
20,a holier odor
20,"about it, of pansies-"
20,"a rosemary odor,"
20,commingled with pansies-
20,with rue and the beautiful
20,"puritan pansies,"
20,"and so it lies happily,"
20,bathing in many
20,a dream of the truth
20,and the beauty of annie-
20,drowned in a bath
20,"of the tresses of annie,"
20,"she tenderly kissed me,"
20,"she fondly caressed,"
20,and then i fell gently
20,to sleep on her breast-
20,deeply to sleep
20,"from the heaven of her breast,"
20,"when the light was extinguished,"
20,"she covered me warm,"
20,and she prayed to the angels
20,to keep me from harm-
20,to the queen of the angels
20,"to shield me from harm,"
20,"and i lie so composedly,"
20,"now, in my bed,"
20,knowing her love
20,that you fancy me dead-
20,"and i rest so contentedly,"
20,"now, in my bed,"
20,with her love at my breast
20,that you fancy me dead-
20,"that you shudder to look at me,"
20,"thinking me dead,"
20,but my heart it is brighter
20,than all of the many
20,"stars in the sky,"
20,for it sparkles with annie-
20,it glows with the light
20,of the love of my annie-
20,with the thought of the light
20,"of the eyes of my annie,"
21,at morn- at noon- at twilight dim-
21,maria! thou hast heard my hymn!
21,in joy and woe- in good and ill-
21,"mother of god, be with me still!"
21,"when the hours flew brightly by,"
21,"and not a cloud obscured the sky,"
21,"my soul, lest it should truant be,"
21,thy grace did guide to thine and thee;
21,"now, when storms of fate o'ercast"
21,"darkly my present and my past,"
21,let my future radiant shine
21,with sweet hopes of thee and thine!
22,"wreathed in myrtle, my sword i'll conceal"
22,"like those champions devoted and brave,"
22,"when they plunged in the tyrant their steel,"
22,"and to athens deliverance gave,"
22,beloved heroes! your deathless souls roam
22,in the joy breathing isles of the blest;
22,where the mighty of old have their home -
22,"where achilles and diomed rest,"
22,"in fresh myrtle my blade i'll entwine,"
22,"like harmodious, the gallant and good,"
22,when he made at the tutelar shrine
22,"a libation of tyranny's blood,"
22,ye deliverers of athens from shame!
22,ye avengers of liberty's wrongs!
22,endless ages shall cherish your fame
22,embalmed in their echoing songs!
23,a dark unfathomed tide
23,of interminable pride -
23,"a mystery, and a dream,"
23,should my early life seem;
23,i say that dream was fraught
23,with a wild and waking thought
23,"of beings that have been,"
23,"which my spirit hath not seen,"
23,"had i let them pass me by,"
23,with a dreaming eye!
23,let none of earth inherit
23,that vision of my spirit;
23,"those thoughts i would control,"
23,"as a spell upon his soul,"
23,for that bright hope at last
23,"and that light time have past,"
23,and my worldly rest hath gone
23,"with a sigh as it passed on,"
23,i care not though it perish
23,with a thought i then did cherish
24,when from your gems of thought i turn
24,"to those pure orbs, your heart to learn,"
24,i scarce know which to prize most high —
24,"the bright i-dea, or the bright dear-eye,"
25,"i,"
25,"in the greenest of our valleys,"
25,"by good angels tenanted,"
25,once fair and stately palace --
25,"radiant palace --reared its head,"
25,in the monarch thought's dominion --
25,it stood there!
25,never seraph spread a pinion
25,"over fabric half so fair,"
25,"ii,"
25,"banners yellow, glorious, golden,"
25,on its roof did float and flow;
25,this --all this --was in the olden
25,time long ago
25,"and every gentle air that dallied,"
25,"in that sweet day,"
25,"along the ramparts plumed and pallid,"
25,"a winged odour went away,"
25,"iii,"
25,wanderers in that happy valley
25,through two luminous windows saw
25,spirits moving musically
25,"to a lute's well-tuned law,"
25,"round about a throne, where sitting"
25,porphyrogene!
25,"in state his glory well befitting,"
25,"the ruler of the realm was seen,"
25,"iv,"
25,and all with pearl and ruby glowing
25,"was the fair palace door,"
25,"through which came flowing, flowing, flowing"
25,"and sparkling evermore,"
25,a troop of echoes whose sweet duty
25,"was but to sing,"
25,"in voices of surpassing beauty,"
25,"the wit and wisdom of their king,"
25,"v,"
25,"but evil things, in robes of sorrow,"
25,assailed the monarch's high estate;
25,"ah, let us mourn, for never morrow"
25,"shall dawn upon him, desolate!"
25,"and, round about his home, the glory"
25,that blushed and bloomed
25,is but a dim-remembered story
25,"of the old time entombed,"
25,"vi,"
25,"and travellers now within that valley,"
25,"through the red-litten windows, see"
25,vast forms that move fantastically
25,to a discordant melody;
25,"while, like a rapid ghastly river,"
25,"through the pale door,"
25,"a hideous throng rush out forever,"
25,"and laugh --but smile no more,"
26,"how often we forget all time, when lone"
26,admiring nature's universal throne;
26,her woods - her winds - her mountains - the intense
26,reply of hers to our intelligence!
26,"i,"
26,in youth i have known one with whom the earth
26,"in secret communing held - as he with it,"
26,"in daylight, and in beauty, from his birth,"
26,"whose fervid, flickering torch of life was lit"
26,"from the sun and stars, whence he had drawn forth"
26,a passionate light - such for his spirit was fit -
26,and yet that spirit knew - not in the hour
26,"of its own fervour - what had o'er it power,"
26,"ii,"
26,perhaps it may be that my mind is wrought
26,"to a fever by the moonbeam that hangs o'er,"
26,but i will half believe that wild light fraught
26,with more of sovereignty than ancient lore
26,hath ever told - or is it of a thought
26,"the unembodied essence, and no more"
26,that with a quickening spell doth o'er us pass
26,"as dew of the night time, o'er the summer grass?"
26,"iii,"
26,"doth o'er us pass, when as th' expanding eye"
26,to the loved object - so the tear to the lid
26,"will start, which lately slept in apathy?"
26,and yet it need not be - that object hid
26,from us in life - but common - which doth lie
26,each hour before us - but then only bid
26,"with a strange sound, as of a harpstring broken"
26,t' awake us - 'tis a symbol and a token -
26,"iv,"
26,of what in other worlds shall be - and given
26,"in beauty by our god, to those alone"
26,who otherwise would fall from life and heaven
26,"drawn by their heart's passion, and that tone,"
26,that high tone of the spirit which hath striven
26,though not with faith - with godliness - whose throne
26,with desperate energy 't hath beaten down;
26,"wearing its own deep feeling as a crown,"
27,in heaven a spirit doth dwell
27,whose heart-strings are a lute;
27,none sing so wildly well
27,"as the angel israfel,"
27,"and the giddy stars so legends tell,"
27,"ceasing their hymns, attend the spell"
27,"of his voice, all mute,"
27,tottering above
27,"in her highest noon,"
27,the enamored moon
27,"blushes with love,"
27,"while, to listen, the red levin"
27,"with the rapid pleiads, even,"
27,"which were seven,"
27,"pauses in heaven,"
27,and they say the starry choir
27,and the other listening things
27,that israfeli's fire
27,is owing to that lyre
27,by which he sits and sings-
27,the trembling living wire
27,"of those unusual strings,"
27,"but the skies that angel trod,"
27,where deep thoughts are a duty-
27,where love's a grown-up god-
27,where the houri glances are
27,imbued with all the beauty
27,"which we worship in a star,"
27,"therefore thou art not wrong,"
27,"israfeli, who despisest"
27,an unimpassioned song;
27,"to thee the laurels belong,"
27,"best bard, because the wisest!"
27,"merrily live, and long!"
27,the ecstasies above
27,with thy burning measures suit-
27,"thy grief, thy joy, thy hate, thy love,"
27,with the fervor of thy lute-
27,well may the stars be mute!
27,"yes, heaven is thine; but this"
27,is a world of sweets and sours;
27,"our flowers are merely- flowers,"
27,and the shadow of thy perfect bliss
27,"is the sunshine of ours,"
27,if i could dwell
27,where israfel
27,"hath dwelt, and he where i,"
27,he might not sing so wildly well
27,"a mortal melody,"
27,while a bolder note than this might swell
27,"from my lyre within the sky,"
28,"ah, broken is the golden bowl! the spirit flown forever!"
28,let the bell toll!- a saintly soul floats on the stygian river;
28,"and, guy de vere, hast thou no tear?- weep now or nevermore!"
28,"see! on yon drear and rigid bier low lies thy love, lenore!"
28,come! let the burial rite be read- the funeral song be sung!-
28,an anthem for the queenliest dead that ever died so young-
28,"a dirge for her the doubly dead in that she died so young,"
28,"wretches! ye loved her for her wealth and hated her for her pride,"
28,"and when she fell in feeble health, ye blessed her- that she died!"
28,"how shall the ritual, then, be read?- the requiem how be sung"
28,"by you- by yours, the evil eye,- by yours, the slanderous tongue"
28,"that did to death the innocence that died, and died so young?"
28,peccavimus; but rave not thus! and let a sabbath song
28,"go up to god so solemnly the dead may feel no wrong,"
28,"the sweet lenore hath gone before, with hope, that flew beside,"
28,leaving thee wild for the dear child that should have been thy
28,"bride,"
28,"for her, the fair and debonair, that now so lowly lies,"
28,the life upon her yellow hair but not within her eyes
28,"the life still there, upon her hair- the death upon her eyes,"
28,"avaunt! avaunt! from fiends below, the indignant ghost is riven-"
28,from hell unto a high estate far up within the heaven-
28,"from grief and groan, to a golden throne, beside the king of"
28,heaven!
28,"let no bell toll, then,- lest her soul, amid its hallowed mirth,"
28,should catch the note as it doth float up from the damned earth!
28,"and i!- to-night my heart is light!- no dirge will i upraise,"
28,but waft the angel on her flight with a paean of old days!
29,"romance, who loves to nod and sing,"
29,"with drowsy head and folded wing,"
29,among the green leaves as they shake
29,"far down within some shadowy lake,"
29,to me a painted paroquet
29,hath been- a most familiar bird-
29,taught me my alphabet to say-
29,to lisp my very earliest word
29,"while in the wild wood i did lie,"
29,"a child- with a most knowing eye,"
29,"of late, eternal condor years"
29,so shake the very heaven on high
29,"with tumult as they thunder by,"
29,i have no time for idle cares
29,"through gazing on the unquiet sky,"
29,and when an hour with calmer wings
29,its down upon my spirit flings-
29,that little time with lyre and rhyme
29,to while away- forbidden things!
29,my heart would feel to be a crime
29,"unless it trembled with the strings,"
30,sancta maria! turn thine eyes -
30,"upon the sinner's sacrifice,"
30,"of fervent prayer and humble love,"
30,"from thy holy throne above,"
30,at morn - at noon - at twilight dim -
30,maria! thou hast heard my hymn!
30,in joy and wo - in good and ill -
30,"mother of god, be with me still!"
30,"when the hours flew brightly by,"
30,"and not a cloud obscured the sky,"
30,"my soul, lest it should truant be,"
30,thy grace did guide to thine and thee;
30,"now, when storms of fate o'ercast"
30,"darkly my present and my past,"
30,let my future radiant shine
30,with sweet hopes of thee and thine!
31,"so sweet the hour, so calm the time,"
31,"i feel it more than half a crime,"
31,"when nature sleeps and stars are mute,"
31,"to mar the silence ev'n with lute,"
31,at rest on ocean's brilliant dyes
31,"an image of elysium lies,"
31,"seven pleiades entranced in heaven,"
31,"form in the deep another seven,"
31,endymion nodding from above
31,"sees in the sea a second love,"
31,"within the valleys dim and brown,"
31,"and on the spectral mountain's crown,"
31,"the wearied light is dying down,"
31,"and earth, and stars, and sea, and sky"
31,"are redolent of sleep, as i"
31,am redolent of thee and thine
31,"enthralling love, my adeline,"
31,"but list, o list,- so soft and low"
31,"thy lover's voice tonight shall flow,"
31,"that, scarce awake, thy soul shall deem"
31,"my words the music of a dream,"
31,"thus, while no single sound too rude"
31,"upon thy slumber shall intrude,"
31,"our thoughts, our souls- o god above!"
31,"in every deed shall mingle, love,"
32,i saw thee on thy bridal day -
32,"when a burning blush came o'er thee,"
32,"though happiness around thee lay,"
32,"the world all love before thee,"
32,and in thine eye a kindling light
32,whatever it might be
32,was all on earth my aching sight
32,"of loveliness could see,"
32,"that blush, perhaps, was maiden shame -"
32,as such it well may pass -
32,though its glow hath raised a fiercer flame
32,"in the breast of him, alas!"
32,"who saw thee on that bridal day,"
32,"when that deep blush would come o'er thee,"
32,"though happiness around thee lay,"
32,"the world all love before thee,"
